X_pca1,X_pca2,X_pca3,X_pca4,X_pca5,X_pca6,X_pca7,X_pca8,X_pca9,X_pca10,X_pca11,X_pca12,X_pca13,X_pca14,X_pca15,X_pca16,X_pca17,X_pca18,X_pca19,X_pca20,X_pca21,X_pca22,X_pca23,X_pca24,X_pca25,X_pca26,X_pca27,X_pca28,X_pca29,X_pca30,X_pca31,X_pca32,X_pca33,X_pca34,X_pca35,X_pca36,X_pca37,X_pca38,X_pca39,X_pca40,X_pca41,X_pca42,X_pca43,X_pca44,X_pca45,X_pca46,X_pca47,X_pca48,X_pca49,X_pca50,X_umap1,X_umap2
-5.376805,-7.431399,-0.10087065,6.152987,-2.5282307,1.316867,-1.8391783,0.0124602495,2.5445824,0.24013446,-2.1693654,0.99873704,4.304966,-1.2920144,-3.210762,-0.3105859,1.7119174,-1.4711853,1.1978786,0.6012434,-0.675002,-0.917642,-2.653205,0.25336677,0.4156444,-0.15071595,1.8457645,0.77681166,0.06865932,-0.6661458,-0.21907121,-1.5930609,1.9228793,-2.8783984,1.8243722,-2.18221,-1.9477645,-2.6822834,-1.2120425,-1.7393988,0.61032677,-0.24811088,2.165039,0.0071152598,-1.4387261,-0.25025278,-0.57814854,2.2208748,1.2247639,-2.4995706,2.782803200108222,8.262372793595205
-2.8030865,-1.7396514,-0.6021514,-3.2691169,-0.4954266,-0.69705325,-0.102399155,-0.45957348,-0.4840505,1.0632265,1.4804054,-1.6957002,0.014407426,-0.24920757,0.70993996,0.9717629,0.813984,1.3789145,0.095909,2.3206956,1.5115278,0.016199693,-1.0936403,-0.98772967,0.632195,1.3341143,-0.24231905,0.7442208,0.36587328,0.2852237,0.78807783,-0.3118011,1.0673726,0.7792108,-0.14344135,0.40339816,-1.4411627,1.1450287,0.31950176,0.38169575,0.13850264,-0.02557953,-1.0899458,0.9917731,1.6024588,-1.3165513,0.5463405,-0.7225695,-2.4339383,2.7816598,4.458894577480769,3.201042838364184
-2.2924347,-0.3969339,0.10999867,-3.526954,1.1286403,-0.7267306,0.7131487,0.72258615,-1.0477067,1.8357991,0.074077845,1.3304554,0.11248073,2.1247857,-1.3488995,1.5211813,1.4107394,1.3756262,1.6651657,0.28705478,-0.38602576,0.3189243,0.25156185,1.7239666,0.9419397,-0.37942073,1.9039308,-3.0513418,0.5983335,-2.6518466,1.9865278,0.032883327,2.5081193,-1.8238211,-2.017707,1.6017569,0.5344766,0.32393545,2.0461965,-0.21691115,-0.9456873,0.76709104,-2.3424504,-1.9083452,-1.1015085,1.3109891,1.4269791,-2.4784803,-0.24845931,1.4256072,2.588487046213114,2.116662483489391
10.789207,1.4749874,-0.9590199,-1.6252308,-1.7159636,-0.022589728,-0.29529324,-2.2539003,0.1896525,1.1330777,1.365608,0.4404633,1.0520073,1.9180086,-1.4937946,-1.9930177,-0.89602554,0.29975528,-0.36526233,-1.0885293,-0.84876794,0.46927047,0.08286468,-0.3938603,-0.81756276,0.79496926,0.62747866,1.048897,-0.60342354,0.3693692,-1.0350685,-1.8125985,-2.3729975,-0.29857376,-0.37535432,-0.7088828,-1.000957,0.59942424,1.9326904,1.2011926,-1.5238122,0.17032933,-0.06708348,0.14606698,-1.3909901,0.86907625,-0.5865244,2.712153,-0.11592211,0.63215256,-7.479082422028715,4.49452920581829
-3.2611973,0.6467941,-0.16951312,-2.7527356,-0.69413215,2.6542962,-3.687727,0.2319997,-0.14630729,0.4298564,0.4161056,0.47367197,0.3967541,0.5165225,-2.7659824,-1.2449906,1.6322124,-0.4236694,0.74471736,-0.5757737,-1.6147282,-2.1793585,0.27322885,0.43253127,-0.7375133,0.85878974,-0.21607082,0.2835704,-0.7733372,0.48787504,-0.27440047,1.016289,0.77945673,1.1165811,1.5388763,0.6576853,0.48615023,0.27125537,-0.21259429,0.74199605,0.5548206,-0.7539225,-0.14120981,2.1457531,-0.1054821,1.9411663,0.62400866,-1.4783423,1.1331064,-0.7881043,2.593288010768623,-1.3042011755334844
-1.2155058,-2.2647023,-0.52356553,-3.190434,0.29674485,-0.75383633,-0.87300926,-0.105918154,-0.9684819,0.73673904,-0.6491219,-0.17038552,1.8380454,0.27421153,1.1351522,1.7137415,0.2835305,0.18258302,0.11603892,2.0881073,-0.35944867,-0.436168,-0.70525867,-0.40181363,-0.25537252,0.31718728,0.749121,2.1559138,-0.15220279,0.85331446,0.24686748,-0.30475765,0.5097701,-0.24387616,0.41272098,0.5795445,0.21154149,-1.4401424,-0.0042750984,-1.2315707,-0.3715218,-0.97247344,-0.8535156,-0.27160975,0.055871204,0.53933036,1.3618588,1.0457884,1.1840765,-0.92725074,1.8667678687788096,2.4404632351962516
9.350423,2.4449856,-1.1724536,1.1431916,-0.20506003,0.6925974,-0.66152114,-0.323245,0.5158942,2.8417075,-1.0490096,-0.92011744,-0.54872197,-3.562161,0.6042542,-1.3293458,3.1175485,-1.7196028,-0.87739235,0.8877233,-0.53934157,0.4450531,-1.5200258,1.5508308,-1.09985,0.52685297,-0.6785297,-0.35235214,1.4719653,3.0836186,-1.05542,-0.1003314,-0.9219129,0.4107314,1.0343617,-1.277452,1.4028795,-2.0035565,-2.6457956,0.29002127,-0.76195985,1.3568473,-1.5867959,0.76874423,0.69762236,-1.4764405,-1.9447651,-0.26455545,0.46911585,1.4586157,-7.554037879307382,3.5423186495370382
-5.2519994,-0.40386817,0.24863197,-2.4201047,0.42015138,0.35935083,0.447003,-0.38887835,0.015118048,-1.53562,-0.5917653,1.6230999,0.747006,0.8647404,-1.5824809,-1.1080548,-2.9472206,-0.21804208,1.9002194,0.86269623,-0.70120347,-1.1572218,0.116906114,0.8737095,-0.66883874,2.8099728,-0.118475005,1.3180289,0.7498388,-1.4352037,0.9776956,-1.8058425,0.6956896,0.3228823,0.12781869,2.2554255,0.7272372,-0.11991724,-2.0186954,-1.77391,-1.2442355,-1.6163553,-0.78616416,-0.31115264,1.9363292,1.5028856,2.5746045,-2.1376724,0.6461479,1.053582,4.4859208891273274,0.8839674400256912
-6.3916235,-5.154576,0.79175043,5.8386626,-2.6227882,-0.2300663,-0.819478,-1.0742185,-0.7213102,0.7836029,0.8411685,-1.5082985,2.1868894,0.61103,-2.2948482,-1.3278782,0.46555665,1.4866896,-2.5812626,-3.146254,-0.88199127,1.5603628,-0.83233976,-1.9658699,-1.9638392,-0.22997959,2.4864244,-0.88368636,-1.3129214,0.28959358,1.503426,-2.341156,-1.3371717,1.0714034,2.1884863,-1.4777508,-0.43435353,0.10523677,1.0558485,-1.3219889,1.7110656,2.1869178,1.1440269,-0.8182184,-0.16234493,0.7474696,0.73124635,1.3929121,-1.1064594,-1.1316062,2.6481283219484575,8.174916214425032
-1.842942,-8.418983,-1.4759995,6.0452867,-0.09228739,-1.5643455,0.2609978,0.10088609,1.9574728,-0.35310885,-1.6038225,0.24967207,-1.938016,-0.2540149,1.2346698,-1.6773342,-1.1946759,-2.882667,-1.356365,-2.0452974,-1.9084364,-2.3165302,3.5792737,-1.0364108,-1.3574872,-1.5275805,-0.502555,-1.6755053,1.2121944,0.7000723,-1.8781663,2.1709862,-0.4216818,-1.0107262,1.782308,-1.9908085,1.9009244,2.1663554,0.023942648,1.1370935,-0.9032567,1.9103203,2.9526644,0.46842265,-0.6320172,-0.57809234,-1.4533484,1.4700111,2.8709877,-0.39806983,0.3792318221291994,9.350430537022172
-5.1451735,-6.68166,-0.7358141,7.02254,0.544462,0.48695606,2.4559739,-0.92542607,-0.23855966,-0.24465568,0.81323737,3.1648042,0.7972336,-0.1350218,-0.24048105,4.767479,2.0520523,2.6773138,2.478857,-2.2546985,-0.1333803,-0.1342879,-2.1372683,0.010998815,0.65104127,1.0223043,2.6232476,-0.14178202,1.1515375,1.8189101,0.58985955,4.085844,-1.8762833,2.1850529,2.6848066,-0.56900716,1.8903528,-0.86534876,-0.54562104,-1.7075492,1.2916977,-0.2728182,0.23390317,-1.3728789,0.6162558,4.1206164,3.6442635,3.4581618,-1.5245779,2.0681863,2.3507885770035064,8.928124777860827
0.19173855,-2.8931615,-0.21618631,-3.6952133,0.3205901,-3.3979614,-2.5658,1.2158353,-0.5163193,-0.6009995,0.42107254,1.4465187,2.2612653,1.6518581,-0.39361143,-1.2320166,-0.31204155,-1.0961974,0.13322452,-1.1579738,0.3483483,0.8884907,0.068648316,0.6153865,-0.23700228,-1.0370343,0.601608,0.26878282,0.85398227,-0.039820977,-0.24375509,0.49218172,-0.36801186,-0.38970938,0.7991846,1.3921536,-0.9453256,-1.7218812,-0.64131397,0.07102503,-1.3964084,-0.6744805,-0.4349742,1.6217682,0.59783536,-1.2672805,-0.28570846,0.43716207,-1.4183052,0.5628277,1.5683759823306886,2.885699843601925
8.43923,0.6012282,-1.0273697,-2.3701904,-2.4516666,-0.030420987,0.396806,-1.9379638,4.338465,-0.79745436,-0.17814499,0.04205057,-1.3961238,0.7410131,-0.46149024,-0.588589,0.25158828,1.2892722,-0.859612,0.47950327,0.15430439,0.5051813,-2.518438,2.1981611,-0.76607025,-0.8265716,2.11197,-0.8856543,0.031765684,2.0748217,-1.1152127,-0.9224884,0.9404429,-0.44708064,1.3098602,2.1948965,-0.5787982,2.6410072,1.4420884,-1.1536714,0.3431244,-2.9468753,0.94713676,1.4923495,-0.16728014,0.4928103,1.372755,0.3180663,-0.75706476,0.33311406,-6.831401068241021,5.8061599658673675
0.15828782,-4.506583,-0.58352727,5.2724037,-1.6639682,1.1079016,-0.4200268,-0.51137257,-0.4400093,0.059580714,-1.4335701,-0.3568247,-1.0316174,1.4776533,-1.7907758,1.5938963,-0.7855453,0.67976725,1.9219778,0.7148886,-0.28950462,-0.16030471,-0.9248037,1.170482,-0.049976423,0.55436575,0.69428945,-3.062079,-0.13636114,-0.76291436,1.0439868,1.4612405,-0.73713356,0.5881156,-0.935705,0.91968113,-3.3767965,0.15500924,-1.4499072,1.9993384,-1.13352,-0.60389215,0.37371135,-0.7756117,0.5306738,-0.2705185,0.80132836,1.1113021,1.7942446,0.073260695,1.8069254398194572,8.217573210843439
-1.4467901,-2.4698865,-0.3253237,-2.7984295,-0.01874113,-2.3113904,-2.8109448,-0.29187766,1.2595112,0.28636357,-1.0959324,2.3042545,-1.2147527,0.48078167,0.27099866,-0.7242725,-0.19820255,0.75619483,1.4876786,0.12811118,0.051857337,-0.2117339,-0.24013853,-0.6483084,1.2054133,-1.1356965,1.1431855,-0.1959027,-0.4951111,1.7507294,0.47239798,-0.3441677,1.2266189,-1.8517902,0.9954363,-0.6273186,-1.0365684,1.112098,0.10678987,1.0076874,0.44330546,-0.705751,-0.06340523,1.366769,-0.9959537,0.6954795,0.87732047,0.9440671,-1.2958767,0.46456748,2.241778374637231,3.6747286468740836
-4.5048127,-0.8777795,0.0060309283,-2.8999543,-1.2322035,-1.8102864,0.34533116,-0.98150665,1.20886,0.80819446,-0.7620246,-1.0428154,1.3956002,1.2386907,1.346616,-2.8840945,-0.1232031,-0.964352,-0.67970884,3.058445,1.540307,0.4396427,1.2726582,-1.3983876,-0.37878662,-2.766961,-2.3871503,-0.50036544,-1.1825675,-0.3733361,0.71945167,-2.1812665,0.05976486,1.1523762,1.5758092,1.223174,-1.771336,1.0908018,0.25717443,0.76406014,1.5705693,0.5351089,-2.6062856,-0.29220393,-2.2282212,0.46964952,-0.31318152,-1.5945576,-0.3895752,0.0848218,5.389757972926602,3.0177857666486902
-0.32755217,0.8918166,4.6932664,-0.3918332,3.9685369,-3.8781116,-6.4441857,-2.1495342,-4.1591463,-2.6323245,-2.1523864,0.55957836,-0.19511724,-0.1456821,-1.6282725,-0.13500297,-0.1201922,1.045649,-0.7230445,-2.6471674,-0.48365566,-3.7158873,1.5989374,-2.2617774,0.8715621,0.03874224,-1.7452013,-0.0059548765,0.5783264,1.9945332,-2.064467,-0.71230906,-0.6551623,0.18012013,-1.6118008,1.0648073,1.1184895,1.3533019,-0.43545476,-0.22124425,2.007562,1.4492855,-0.033031642,1.115448,-3.264129,0.2409609,-1.5519127,0.41732842,0.18747982,-0.275651,-5.081243926858619,0.902642148560988
-5.71381,-2.2465038,0.040609792,-3.6078064,-0.78997546,-2.2900624,0.05379346,-1.0509343,0.47287396,3.3360848,-1.6847122,-3.5348015,-2.3535807,1.6773307,0.069258705,-0.9797383,0.34119928,1.4723517,0.034598857,-3.3912177,1.1781201,2.773942,0.5469219,-0.2750432,3.2254283,-0.024214372,-3.2255352,1.6712077,1.2841399,1.18303,1.7189385,-1.1769285,1.4286854,-1.4497788,-1.3742433,3.5065072,-0.9172193,2.043627,-0.14650486,0.9352804,-1.8063928,-0.9998637,-1.4665475,1.4056894,0.40955892,-3.9729822,0.18462597,-0.7247423,1.3147187,0.55444264,4.773808201468815,3.750069990706529
-3.5261378,1.1618888,-0.524314,-2.3581073,2.7558775,2.5240066,8.541593,2.1889257,-0.083285555,7.8032417,-5.1027937,-2.2895026,8.113472,0.7492782,-0.8966308,1.9574771,-2.8730738,0.40302658,-3.6644282,-0.4419139,-3.6065066,-2.107704,-1.005187,0.6233213,-0.3029178,0.66410005,-1.1302726,2.9697833,-0.36766183,-2.353187,-2.7930489,2.0495038,0.33622086,-0.14570326,-1.4386699,-0.81974417,1.7764401,2.0675159,-4.135093,-2.369925,1.0498495,-1.5916235,1.1192774,-1.8230951,-2.3959067,3.1811733,-0.40898663,-1.6741204,-3.6344028,-0.23038253,1.3241844529300986,1.550688674348899
1.0933803,0.8314836,1.026234,0.20791982,9.085897,-3.3689055,0.8823459,1.1638715,0.2955387,-0.8615483,-0.9432728,-0.8233133,2.676527,2.0863192,-0.2981767,1.3491337,-0.6489257,-2.1850913,-1.7987462,-0.09417516,-0.57841814,0.5251783,1.9859657,-1.1447297,1.8494382,0.99197155,1.0071036,1.0520511,-0.50501394,-1.7334291,1.1490214,-0.4828847,-1.8849436,1.4495046,-3.5143535,-2.6356206,2.5144224,0.32921037,1.0546309,0.5018601,0.89632696,0.41354576,-0.07553741,-3.6361094,0.71626294,-1.332613,0.5192014,-1.5692414,0.07131374,1.4560376,-6.357103821093102,0.6108443286031102
-0.9812796,0.3829187,-0.8351876,-2.3050103,-0.19030184,1.1847839,-2.6873507,-0.23822486,-1.4348981,0.33744577,-0.83903164,-1.0564688,-1.1360614,0.31134742,-1.4985502,0.21658331,-0.6010025,-0.09052036,0.57922095,0.06790513,-1.7935282,-1.7160461,0.935225,1.5989522,-0.21111165,0.4988825,0.33750287,-0.1575489,2.1706138,0.42643386,-0.9157366,0.83507663,-1.1332632,0.59504724,-0.7613369,-1.7252492,-0.703388,-1.5559539,-0.35674435,-0.46715924,0.35795224,-2.5547829,1.1971034,0.42167574,-1.3853915,-1.0282785,-1.5109441,0.40532115,2.1033971,-2.1571448,2.439538678719004,-0.9350008723904343
0.91201955,-7.1934557,-0.91682225,7.4165306,-0.51347077,-2.0324674,-1.0408385,-2.8395534,0.5073788,-0.21919964,1.1395956,-2.1039224,2.2477717,-1.3723191,-1.0533653,2.0745482,-0.8593076,-1.9868852,-0.51235276,1.5983081,2.8370416,-1.9229475,3.2746456,-1.9609448,0.033386737,0.47394434,1.9548718,0.99911356,-4.6324024,0.57395375,-2.3539705,-0.08839506,1.233374,-0.26060027,-0.9752278,2.293132,-2.3693526,-0.16809559,0.25913876,-2.6206431,-2.827353,-1.6784135,2.1093807,-0.31582192,-0.8697338,-0.3157858,0.62196594,-3.2827508,-0.91890144,1.868306,1.8661585801543423,9.07664060245686
9.1047125,-0.37398398,-1.4441091,-1.6355207,-0.5092354,-2.097241,-1.8749403,-2.8760495,0.671428,1.8689848,-0.8630535,2.7193427,-2.0733523,-2.3710043,2.359058,-0.26959002,0.5371601,-1.0805428,-1.8351438,-0.033494543,1.391051,-0.35523334,1.7628692,-1.624072,-0.20624816,-1.5118434,1.8571913,0.89816797,-1.2557243,0.47815806,-0.82212627,0.41137096,-1.4585215,-1.065823,-0.8620362,0.3899838,1.808879,-1.5321691,-2.341148,1.1607454,-1.5482146,0.61874735,1.8436553,1.4456214,-1.9844874,-1.4476862,-1.3033162,0.6719704,1.0350589,-1.0692831,-6.7793953395566,4.379131090594448
-0.40022457,0.40377912,0.0698665,-1.9912233,-0.11003227,2.6944475,0.44968703,4.124122,-1.0752146,-2.0274978,2.9604707,-0.24884939,-0.08463764,-0.5058594,-0.6775079,-2.5153825,-3.71044,1.7442827,2.579476,-2.082324,-0.69342047,2.1498249,2.588833,-1.6537646,-0.88175935,-1.5076776,0.2583323,3.2074196,2.8424559,0.9781783,0.48258325,1.2815019,1.0912122,1.127015,1.1371723,2.2233806,1.714403,-2.9941654,-1.227598,0.64436483,-0.040567026,-0.5926229,2.074172,-1.8584601,1.3567485,4.2576222,0.7061379,-1.939424,1.8214012,1.4053618,2.2015549288590734,-0.30494584809988734
12.454674,1.6551131,-0.13198394,-0.4624069,0.5360039,-0.110852055,0.85153073,-1.3513281,-0.94642985,0.78700864,-0.023497952,1.9143867,-2.3603044,-1.0548586,-1.3896021,0.12980814,0.34908432,-0.6353438,-1.5892256,-1.6529374,3.7966814,-0.70282406,-0.9754925,0.4131247,1.5818915,-1.3468277,-0.37602338,0.75387,-2.2286475,0.43679526,-0.6644972,-1.825176,0.10212108,-1.9720728,-0.6231696,-2.1326346,0.27931204,-0.6886578,1.084506,-1.9460428,-0.61454904,-1.5759771,0.62809914,0.6677919,-1.1263446,0.43051642,-0.5512822,-0.9686782,-0.7248067,-1.2368941,-8.357956280999778,4.561966273038795
-3.7024703,-1.7986132,1.1581259,-2.5397613,-0.7921377,-0.6876355,-2.3078227,-2.5607378,-0.41495043,-0.5305443,0.9891046,0.29325855,1.373459,0.02389655,0.31548697,0.5772613,0.957305,1.8513235,-0.13854447,-0.30136257,-2.043358,-0.4357431,0.64299023,0.6174481,-0.35605812,0.7335556,-1.9027992,-2.129391,0.17923039,-1.579436,0.9700266,0.025607644,1.187059,-0.22632425,-0.010563649,0.025452927,0.508305,0.23342422,1.2742128,1.5272019,0.08604684,-1.7082396,0.08538759,-1.0330257,0.74192595,2.663238,0.31138432,-0.47959232,0.1708226,0.17012025,4.193899849405204,2.9310332214179464
9.5885105,1.2419336,-0.64245635,-1.0351365,-2.0367827,-1.7634257,0.25069702,-1.1972727,-0.008595079,0.5959999,-4.076883,0.49942333,2.63576,-0.5756791,-0.9156798,-1.4956318,2.4276388,-1.0981717,2.483195,0.23404843,0.48526073,2.3397682,1.3102964,0.42462993,1.3246436,0.14448604,0.640278,-0.016189173,0.5866285,-1.6322119,-0.25875217,1.8851222,1.0508637,2.064619,1.2907132,-3.760957,-0.19000924,2.030659,1.1038244,1.542991,-1.5514231,0.2163723,-1.84562,-0.6746284,2.6367595,1.407985,-0.71824676,0.84289694,-1.1964447,0.33327097,-6.360907273405139,4.064962931698031
8.7063465,1.7126322,-1.4464594,-0.47723764,7.2615814,-0.43313992,-1.587892,-0.7844136,-1.5623055,-0.2383312,0.70990944,-0.83333933,-0.03687927,-0.73910725,-1.3197913,0.47779447,-0.45618117,-1.764619,-1.374296,0.61981416,1.484853,-0.9652655,1.1696916,0.50661176,-1.2843555,-1.5765691,0.022151977,1.2808725,0.43291858,0.22231223,-0.81007785,-0.2861327,1.0062114,-0.5651879,-1.1303939,-1.0742877,-0.4570806,-0.7458704,0.03718534,-1.3589115,-3.8572845,0.12253913,0.6835356,-0.50192356,-0.5683707,-1.8831203,2.3272707,2.2590086,-1.7634534,-0.7674624,-6.604487507944494,1.7159066069827509
-5.1701093,-1.9153681,0.5789403,-2.3983147,-0.93780094,-2.518222,-3.0302458,0.019276608,2.4211183,1.463213,0.08257921,-2.875105,0.5708459,1.8360257,0.3938453,-0.20332982,-2.68625,2.0272803,0.69825685,0.5857429,0.4851594,0.3285558,-0.292776,-2.1021094,1.3602457,-1.0957849,0.02004449,1.921706,-1.8229984,1.0756272,0.4636948,0.91316825,1.4761952,-0.6424876,-0.46353513,1.5881382,-0.16356304,1.689298,-0.059181035,0.36201778,0.9015193,0.9200698,1.3361907,-1.3538889,2.2089264,0.78812385,-1.7375028,-0.47096837,-1.0529983,1.0098081,4.466075548336274,4.126968442347699
